order_id,date_iso,creator_code,discount_pct,commission_pct,revenue_cents,discount_cents,commission_cents,cost_cents,profit_cents
ord_8cXg9Sq8M6QVLa,2026-09-01T06:15:58.916Z,EDDIE10,10,15,6120,680,918,1400,3802
